0.87582, 2.96817, 0.84511, 2.91903
-0.43316, 1.90121, -0.49112, 1.77117
0.61484, 2.59277, 0.51653, 2.48722
0.87444, -0.35821, 0.76426, -0.33904
-0.56461, 1.66603, -0.60710, 1.57141
0.80757, 0.72163, 0.74533, 0.69166
-0.25338, 2.20935, -0.29524, 2.16023
-0.91036, 1.07764, -0.96929, 1.01041
-0.62973, 0.41792, -0.73190, 0.38230
-1.95381, 2.56240, -1.82324, 2.52950
0.25753, 1.08720, 0.19196, 1.04666
-2.37029, -0.11847, -2.28674, -0.05834
-0.44473, 3.30176, -0.46514, 3.23767
0.57391, 2.74228, 0.48318, 2.62841
-1.39646, 2.30206, -1.31241, 2.28274
0.47879, 1.09768, 0.42481, 1.06925
-1.31956, 2.68679, -1.28275, 2.61097
-1.37615, -0.44743, -1.37533, -0.42840
-0.88886, 0.69209, -0.94061, 0.60558
-2.73587, -0.45633, -2.63310, -0.41559
0.00741, 0.45762, -0.11148, 0.42292
-0.77614, 3.03326, -0.80065, 2.91248
0.65859, 0.50145, 0.62883, 0.49712
0.26712, 2.62929, 0.26082, 2.61060
-1.21445, -0.03267, -1.22850, -0.00730
-0.38769, 2.66463, -0.41387, 2.53834
-2.68615, 0.11177, -2.57956, 0.09210
-0.35451, 2.19490, -0.37904, 2.13798
-2.88430, 0.00806, -2.82855, 0.02245
-0.41049, 1.83507, -0.43412, 1.75250
0.72122, 0.64976, 0.61328, 0.62648
0.47907, 0.41580, 0.35814, 0.42323
-2.75298, -0.25146, -2.62171, -0.25021
-1.84517, 3.27723, -1.82009, 3.24799
-1.06089, 1.40837, -1.07786, 1.35151
0.03207, 2.56934, -0.02430, 2.48768
-0.41516, 1.35710, -0.49005, 1.23085
-0.94605, 2.33391, -0.99499, 2.22156
-2.22468, 2.35855, -2.08113, 2.33995
0.30444, 2.22098, 0.25063, 2.15158
-1.14041, -0.23165, -1.15845, -0.16006
-0.81072, 1.69216, -0.84348, 1.56741
-0.11469, 3.38512, -0.12819, 3.36507
0.74556, -0.35364, 0.60654, -0.30907
-0.15051, 0.55996, -0.25302, 0.52449
-1.62443, 2.50107, -1.57782, 2.48753
-0.09241, 1.40919, -0.18892, 1.32490
0.62666, -0.04233, 0.59754, -0.03923
-0.56213, 3.44704, -0.59262, 3.32328
-2.89635, 2.00121, -2.89502, 1.95613
-0.96408, 2.34087, -0.99499, 2.22156
0.63105, 2.68493, 0.55456, 2.58958
